,timestamp,token_qty_values,tx_address,from_address,to_address,new_date,new_time
0,2018-08-10 12:15:22,27689548.437511895,0x6dee0504ce399e761fe8feae5a2339fe5f9d69353c5f40829ad12d775a5caadc,0xe6b0d21ac8fd3880d391680a60b02349fb452453,0xe73b9faa966f4c7aa629c092b41cbfddca4bd44e,2018-08-10,12:15:22
1,2018-08-10 12:15:34,73719.9749,0xc6da5e2b0bec59c27b0a99c099aee2f746acfb03e7c43959ad6925599b7ed130,0xa5da6162ec2a7058467dccc26f209ccfb07a8640,0xcb34c0b61a3693b295fdf906e9fbdb94266140ff,2018-08-10,12:15:34
2,2018-08-10 12:15:56,46120.0,0x9011da4388b08cc0cdec5fb411b78636d4dd0de1b31505a7a19d2e506cf23559,0xe73b9faa966f4c7aa629c092b41cbfddca4bd44e,0x8db0dce079e5f1d200487a97918cddcc17bcfb13,2018-08-10,12:15:56
3,2018-08-10 12:15:56,714543.6184615381,0x9a44ee4ff46039c5064f31cbe206282fa4024fa41a1e1350e2db6a582f4bab24,0x79f3bb2c435d4f0d611e13f514c0f240b7dcf28b,0x972348255456316c14f89a8dfac27e758648701b,2018-08-10,12:15:56
4,2018-08-10 12:15:56,57878.6249999929,0xb01a3658200bdd93ae9a9c061df36dc9263687a840043fccf3560a33cd71b9cc,0x5f56eb62488817b41e88a1985bd6942b8a3ae3e9,0x6420ef6750c14c32f04be6b656f27224c5f91c83,2018-08-10,12:15:56
5,2018-08-10 12:15:56,249875.3571428579,0x467a38b58baf8b8ab423278e42777168fdc115661e8415698e984eef86a2237e,0x082b53c60797af3ecdcb072a57b7bcbc1729bceb,0xae61eb3314d66eab04acd137bd58d6ab2c5443df,2018-08-10,12:15:56
6,2018-08-10 12:16:19,206657.14285714255,0x67d03a8cbd06f403cc4cbce7e631ad6ffd4538858ea184235d46c46f1657282e,0x6883a5238ee1bc276dafb28a057c7de1537b3f60,0x7f9f071cebcf201cd9ebaad760cf2cd70143809d,2018-08-10,12:16:19
7,2018-08-10 12:16:19,20549.999999999967,0x67d03a8cbd06f403cc4cbce7e631ad6ffd4538858ea184235d46c46f1657282e,0x6883a5238ee1bc276dafb28a057c7de1537b3f60,0xea29a51b283ea6c0d3872a5c3df4dde3cba94128,2018-08-10,12:16:19
8,2018-08-10 12:16:19,123942.85714285696,0x67d03a8cbd06f403cc4cbce7e631ad6ffd4538858ea184235d46c46f1657282e,0x6883a5238ee1bc276dafb28a057c7de1537b3f60,0xa05733ab976860360e37a269fbb61f582c12a611,2018-08-10,12:16:19
9,2018-08-10 12:16:19,206657.14285714255,0x67d03a8cbd06f403cc4cbce7e631ad6ffd4538858ea184235d46c46f1657282e,0x6883a5238ee1bc276dafb28a057c7de1537b3f60,0xccb33a817c396a1c20e0c778a068ec26d1f600c7,2018-08-10,12:16:19
10,2018-08-10 12:16:19,103264.28571428556,0x67d03a8cbd06f403cc4cbce7e631ad6ffd4538858ea184235d46c46f1657282e,0x6883a5238ee1bc276dafb28a057c7de1537b3f60,0xcef6689b1fe62491ff94ea0697eb74406a6a5f59,2018-08-10,12:16:19
11,2018-08-10 12:16:19,42676.07142857136,0x67d03a8cbd06f403cc4cbce7e631ad6ffd4538858ea184235d46c46f1657282e,0x6883a5238ee1bc276dafb28a057c7de1537b3f60,0xbaa3ec8dae3e4605e0e13e26a3f4bbbbdc642abe,2018-08-10,12:16:19
12,2018-08-10 12:16:19,61907.14285714276,0x67d03a8cbd06f403cc4cbce7e631ad6ffd4538858ea184235d46c46f1657282e,0x6883a5238ee1bc276dafb28a057c7de1537b3f60,0xf1d2e9fc780f7098b74b7f1904e5b75ac7deb824,2018-08-10,12:16:19
13,2018-08-10 12:16:19,41228.57142857136,0x67d03a8cbd06f403cc4cbce7e631ad6ffd4538858ea184235d46c46f1657282e,0x6883a5238ee1bc276dafb28a057c7de1537b3f60,0x986a494855098770f877ea6d6e1c3ac0813c51ad,2018-08-10,12:16:19
14,2018-08-10 12:16:19,413442.85714285646,0x67d03a8cbd06f403cc4cbce7e631ad6ffd4538858ea184235d46c46f1657282e,0x6883a5238ee1bc276dafb28a057c7de1537b3f60,0xfeeaa6a2ae0d4a15e947afc71dc249a29dc2778d,2018-08-10,12:16:19
15,2018-08-10 12:16:19,95272.48246153844,0x4d457e4c4eb2584392d7f64e5ac5cf78cf58926b26279e2e932786d6da08dc87,0x79f3bb2c435d4f0d611e13f514c0f240b7dcf28b,0x03c1d5356d3ce97872a2da8e9aaee619d633dddb,2018-08-10,12:16:19
16,2018-08-10 12:16:19,20549.999999999967,0x67d03a8cbd06f403cc4cbce7e631ad6ffd4538858ea184235d46c46f1657282e,0x6883a5238ee1bc276dafb28a057c7de1537b3f60,0x41996d3bc05b85c6d5c6a94e45fb8693800124d8,2018-08-10,12:16:19
17,2018-08-10 12:16:19,20549.999999999967,0x67d03a8cbd06f403cc4cbce7e631ad6ffd4538858ea184235d46c46f1657282e,0x6883a5238ee1bc276dafb28a057c7de1537b3f60,0x36fb1f71d0e44edf2de2f9a2c9dd1ae9fbd2a944,2018-08-10,12:16:19
18,2018-08-10 12:16:19,20549.999999999967,0x67d03a8cbd06f403cc4cbce7e631ad6ffd4538858ea184235d46c46f1657282e,0x6883a5238ee1bc276dafb28a057c7de1537b3f60,0x816186ac5ee07d45ab78386504eef34b1efa8d53,2018-08-10,12:16:19
19,2018-08-10 12:16:19,41228.57142857136,0x67d03a8cbd06f403cc4cbce7e631ad6ffd4538858ea184235d46c46f1657282e,0x6883a5238ee1bc276dafb28a057c7de1537b3f60,0x79222e91c150511d5738a55a31e55501e9b6c1f0,2018-08-10,12:16:19
